dogid,BreedGroup,Sex,WeightKG,WeightKGCat,AgeAtEvalYRS,AgeAtEvalYrsCat,isneutered,neuterageYrs,NeuterAgeCat,neuteredwhy,whereacquired,AgeAcquiredYRS,AgeAcquiredYRSCat,HealthProblems,roles,firstowned,ownedamount,aschild,otherdogs,otherdogsage,Fear43,Fear47,NonSocFear,TouchSen
8461,Working,1,20.25,.00,1.00,1.00,1,0.33,.00,7,5,0.92,1.00,0,2,0,1,1,1,1,0,0,0.00,0.00
8462,Terrier,0,6.75,.00,12.02,2.00,1,8.33,3.00,8,5,10.00,2.00,1,2,0,3,0,1,4,0,0,0.00,0.00
8463,Terrier,0,7.65,.00,14.04,2.00,1,0.50,.00,0,5,6.00,2.00,0,2,0,0,0,0,0,1,1,0.83,0.75
8464,Utility,0,19.80,.00,8.52,2.00,1,0.35,.00,7,5,0.35,.00,0,2,0,0,0,0,0,1,1,1.00,0.25
8465,Terrier,0,8.55,.00,5.00,2.00,1,4.17,3.00,5,5,4.17,2.00,0,2,0,1,1,1,1,0,0,0.17,0.25
8466,Terrier,1,6.75,.00,8.02,2.00,1,6.67,3.00,0,5,6.00,2.00,0,2,0,1,1,1,3,0,0,0.83,0.00
8468,Terrier,1,8.55,.00,4.23,2.00,1,5.98,3.00,0,3,5.98,2.00,0,2,0,1,1,1,3,1,2,1.50,0.25
8469,Mixed Breed/Unknown,0,15.75,.00,7.02,2.00,1,0.83,1.00,7,5,0.83,1.00,0,2,0,1,1,1,3,0,0,0.40,0.25
8471,Gundogs,1,18.00,.00,6.00,2.00,1,0.50,.00,7,1,0.15,.00,0,2,0,1,1,1,7,0,0,0.20,0.00
8475,Terrier,0,20.25,.00,7.02,2.00,1,0.50,.00,8,1,0.15,.00,1,3,1,4,1,1,6,2,0,0.33,1.50
8476,Terrier,1,13.05,.00,3.00,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,0,1,1,3,0,0,0.17,0.00
8477,Non-Sporting,1,6.75,.00,2.00,1.00,1,0.50,.00,7,1,0.23,.00,0,2,0,1,1,1,3,0,0,0.17,0.50
8478,Working,1,13.50,.00,3.00,1.00,0,0.00,.00,3,5,1.00,1.00,0,2,0,1,1,1,6,1,2,1.67,1.25
8479,Mixed Breed/Unknown,1,13.50,.00,4.00,2.00,1,0.33,.00,5,5,1.33,1.00,0,3,0,1,1,0,0,0,1,1.00,0.00
8480,Working,1,33.75,1.00,1.65,1.00,1,0.50,.00,8,1,0.15,.00,0,3,0,2,1,0,0,0,0,0.00,0.00
8482,Mixed Breed/Unknown,1,33.75,1.00,2.00,1.00,1,1.67,3.00,0,3,0.10,.00,0,2,0,1,1,0,0,4,3,2.33,1.25
8483,Hounds,0,35.55,1.00,3.00,1.00,1,0.50,.00,0,1,0.17,.00,0,2,0,1,1,1,1,0,0,0.00,0.00
8485,Working,0,12.60,.00,2.00,1.00,1,0.33,.00,0,1,0.33,.00,0,3,0,0,0,0,0,1,2,1.67,0.25
8486,Mixed Breed/Unknown,0,31.50,1.00,10.02,2.00,1,0.50,.00,0,5,7.00,2.00,0,2,0,0,1,1,6,0,1,#NULL!,0.00
8487,Gundogs,0,32.40,1.00,6.00,2.00,1,0.50,.00,0,1,0.15,.00,1,2,0,0,1,1,3,0,1,0.20,0.00
8488,Gundogs,1,36.00,1.00,2.00,1.00,1,0.50,.00,5,1,0.12,.00,0,2,1,4,1,0,0,2,1,1.17,1.00
8489,Gundogs,1,24.75,1.00,9.02,2.00,1,0.50,.00,0,1,0.13,.00,0,2,0,1,1,0,0,0,1,0.67,0.00
8490,Utility,0,29.25,1.00,3.00,1.00,1,0.67,1.00,7,5,0.67,1.00,0,2,1,4,1,0,0,0,0,0.17,0.00
8491,Mixed Breed/Unknown,0,31.50,1.00,1.00,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,0,1,1,6,0,0,0.17,0.00
8492,Mixed Breed/Unknown,1,19.80,.00,0.75,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,0,1,1,1,0,0,0.00,0.00
8493,Working,0,38.70,1.00,3.00,1.00,1,0.75,1.00,6,5,3.00,1.00,1,2,0,1,1,1,3,1,1,#NULL!,#NULL!
8495,Mixed Breed/Unknown,0,30.60,1.00,3.00,1.00,1,0.42,.00,7,5,1.00,1.00,0,2,0,0,0,0,0,3,1,1.33,1.33
8497,Mixed Breed/Unknown,0,12.60,.00,9.02,2.00,1,0.50,.00,0,4,0.08,.00,0,2,0,0,1,1,1,2,0,1.00,1.00
8498,Mixed Breed/Unknown,1,33.75,1.00,12.02,2.00,1,0.50,.00,0,2,9.00,2.00,0,2,0,0,1,1,6,0,0,1.00,0.00
8499,Gundogs,0,33.75,1.00,1.96,1.00,1,0.50,.00,8,5,1.50,1.00,0,2,0,0,1,1,1,1,2,0.83,2.00
8500,Working,1,37.35,1.00,6.00,2.00,1,0.12,.00,8,1,0.13,.00,1,2,0,3,1,1,6,0,3,2.40,0.00
8501,Working,0,39.60,1.00,5.00,2.00,1,0.50,.00,8,1,0.13,.00,1,2,0,3,1,1,1,0,0,0.00,0.50
8502,Mixed Breed/Unknown,0,36.00,1.00,3.00,1.00,1,0.17,.00,7,5,0.67,1.00,0,2,0,1,1,0,0,0,1,1.40,0.33
8503,Working,1,33.75,1.00,10.02,2.00,1,0.50,.00,0,1,0.15,.00,0,2,0,1,0,1,5,0,1,1.00,0.00
8504,Mixed Breed/Unknown,0,33.75,1.00,5.00,2.00,0,0.00,.00,3,5,0.15,.00,0,2,0,0,0,1,6,0,0,0.33,0.00
8507,Mixed Breed/Unknown,0,22.50,1.00,5.00,2.00,1,0.17,.00,0,3,0.17,.00,0,2,0,3,1,1,4,1,0,#NULL!,1.00
8508,Working,0,38.25,1.00,1.25,1.00,1,0.75,1.00,6,5,0.75,1.00,0,2,0,0,1,1,1,0,1,1.60,0.50
8509,Mixed Breed/Unknown,1,21.60,.00,7.02,2.00,1,0.42,.00,6,5,0.21,.00,0,2,0,0,1,1,6,0,0,1.17,0.25
8512,Working,0,22.50,1.00,4.21,2.00,0,0.00,.00,3,0,0.13,.00,0,4,0,3,1,1,3,1,1,0.33,1.25
8514,Working,0,33.75,1.00,11.02,2.00,1,0.50,.00,0,1,0.25,.00,1,2,0,1,1,1,6,1,0,1.17,0.25
8517,Toys,0,3.15,.00,12.02,2.00,1,0.83,1.00,6,2,2.33,1.00,1,2,0,1,0,0,0,0,0,0.00,0.00
8520,Utility,0,92.25,1.00,1.40,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,1,0,1,3,0,1,0.50,0.00
8521,Utility,1,69.75,1.00,3.00,1.00,1,0.42,.00,8,5,2.00,1.00,0,2,0,1,0,1,3,0,3,3.80,0.00
8522,Hounds,0,5.40,.00,1.92,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,1,0,1,3,0,0,0.17,0.25
8523,Gundogs,1,33.75,1.00,3.00,1.00,1,0.50,.00,0,2,0.33,.00,0,2,0,1,1,0,0,0,1,1.50,0.25
8527,Utility,0,8.10,.00,4.00,2.00,1,0.75,1.00,7,5,1.50,1.00,0,2,1,4,0,1,6,0,0,1.17,0.00
8528,Utility,0,11.25,.00,2.50,1.00,1,0.75,1.00,7,5,1.00,1.00,0,2,0,0,0,1,1,0,0,0.60,0.75
8529,Gundogs,0,14.40,.00,8.02,2.00,0,0.00,.00,3,5,0.31,.00,0,2,0,0,0,0,0,2,1,0.50,2.00
8530,Utility,0,78.75,1.00,4.00,2.00,1,2.00,3.00,7,5,3.00,1.00,0,2,0,1,1,0,0,4,4,3.00,1.33
8534,Working,0,27.00,1.00,4.96,2.00,0,0.00,.00,3,1,0.17,.00,0,3,0,1,1,0,0,1,2,0.83,0.50
8535,Gundogs,1,27.00,1.00,2.00,1.00,1,1.00,1.00,7,5,1.00,1.00,0,2,0,3,1,1,2,0,0,0.17,0.00
8538,Mixed Breed/Unknown,1,6.30,.00,6.00,2.00,1,0.42,.00,6,2,0.08,.00,0,2,0,0,1,1,6,2,2,1.80,1.67
8541,Mixed Breed/Unknown,0,22.95,1.00,0.50,.00,0,0.00,.00,3,3,0.15,.00,0,2,0,3,1,1,1,0,0,0.33,0.50
8542,Utility,0,11.25,.00,8.02,2.00,1,6.00,3.00,8,0,0.00,.00,0,0,0,3,1,1,3,1,2,1.40,1.75
8543,Working,0,15.75,.00,2.00,1.00,1,1.58,3.00,1,1,0.15,.00,0,2,0,1,1,1,1,0,0,0.00,0.00
8544,Mixed Breed/Unknown,0,24.75,1.00,10.02,2.00,0,0.00,.00,3,6,0.08,.00,0,2,0,0,1,1,6,1,2,1.50,0.50
8546,Working,1,18.45,.00,9.52,2.00,1,0.50,.00,0,1,0.15,.00,1,3,1,4,1,1,7,0,0,0.00,0.00
8547,Non-Sporting,1,8.55,.00,2.00,1.00,1,0.67,1.00,0,4,0.25,.00,1,2,0,0,0,1,1,2,2,2.00,0.50
8548,Working,0,34.20,1.00,1.15,1.00,1,0.75,1.00,7,5,0.58,1.00,0,2,0,2,1,1,1,1,1,0.33,0.75
8549,Utility,1,37.80,1.00,1.75,1.00,1,0.33,.00,0,1,0.25,.00,0,4,0,1,1,1,1,1,1,0.33,1.00
8552,Mixed Breed/Unknown,1,29.25,1.00,7.02,2.00,1,0.50,.00,0,5,0.15,.00,0,2,0,0,1,1,1,1,0,0.17,0.75
8554,Utility,0,47.25,1.00,6.52,2.00,1,4.17,3.00,1,2,0.15,.00,1,4,0,2,1,1,4,1,0,0.00,0.75
8557,Mixed Breed/Unknown,0,21.60,.00,1.15,1.00,1,0.27,.00,0,5,0.19,.00,0,2,0,1,1,1,1,0,2,2.33,1.50
8558,Terrier,1,6.75,.00,12.02,2.00,1,0.50,.00,7,1,0.50,.00,0,2,0,2,1,0,0,1,1,0.17,0.75
8559,Working,0,27.00,1.00,0.90,1.00,1,0.58,1.00,0,5,0.75,1.00,0,2,0,1,1,0,0,0,1,0.50,0.50
8560,Mixed Breed/Unknown,0,9.00,.00,3.00,1.00,1,0.37,.00,0,5,0.37,.00,1,2,0,3,1,1,1,0,1,1.67,0.00
8561,Hounds,0,38.25,1.00,2.00,1.00,0,0.00,.00,3,0,0.00,.00,0,0,0,3,1,1,2,4,2,0.33,1.00
8562,Terrier,0,8.10,.00,7.02,2.00,1,0.75,1.00,0,5,0.17,.00,0,2,0,2,1,1,3,1,1,1.67,1.50
8563,Mixed Breed/Unknown,0,33.75,1.00,6.00,2.00,1,1.00,1.00,7,5,0.23,.00,1,2,0,0,1,1,6,2,2,2.00,2.00
8564,Mixed Breed/Unknown,0,33.75,1.00,5.00,2.00,1,1.00,1.00,7,5,1.00,1.00,0,2,0,0,1,1,1,2,4,3.60,2.00
8566,Mixed Breed/Unknown,1,36.00,1.00,6.00,2.00,1,0.50,.00,0,5,0.50,.00,0,2,0,2,1,1,5,4,1,0.33,2.00
8567,Non-Sporting,0,11.25,.00,0.50,.00,0,0.00,.00,3,1,0.17,.00,0,2,0,1,1,0,0,0,0,0.20,0.25
8568,Toys,0,3.15,.00,2.00,1.00,0,0.00,.00,3,4,0.23,.00,0,2,0,1,1,1,1,0,0,0.33,0.00
8570,Non-Sporting,0,11.25,.00,0.50,.00,0,0.00,.00,3,1,0.23,.00,0,2,0,1,1,1,3,3,2,#NULL!,0.75
8574,Working,0,13.50,.00,1.25,1.00,0,0.00,.00,3,2,0.12,.00,0,2,0,1,1,1,1,0,0,0.33,0.00
8575,Terrier,1,7.65,.00,3.00,1.00,1,0.33,.00,0,1,0.12,.00,0,2,0,0,1,1,6,1,1,1.17,3.00
8576,Working,0,16.65,.00,8.46,2.00,1,1.00,1.00,8,1,0.23,.00,0,2,0,1,1,1,3,0,1,0.50,0.25
8577,Gundogs,1,22.50,1.00,0.58,1.00,1,0.46,.00,0,1,0.17,.00,0,2,0,0,1,0,0,0,0,0.17,0.00
8578,Mixed Breed/Unknown,0,33.75,1.00,8.42,2.00,1,1.00,1.00,8,4,0.12,.00,0,2,0,1,1,1,3,0,0,0.33,0.00
8580,Working,1,12.15,.00,0.75,1.00,1,0.50,.00,0,3,0.23,.00,0,2,0,0,1,1,3,0,0,0.33,0.00
8581,Working,1,12.15,.00,10.52,2.00,1,0.67,1.00,7,1,0.50,.00,0,2,0,0,1,1,6,0,0,0.33,0.25
8582,Non-Sporting,0,4.50,.00,1.50,1.00,1,0.67,1.00,7,6,0.67,1.00,0,2,0,2,1,1,1,0,1,1.00,0.00
8583,Utility,1,9.00,.00,5.00,2.00,1,0.25,.00,0,4,0.15,.00,0,2,0,2,1,1,5,0,2,1.33,0.00
8584,Mixed Breed/Unknown,0,13.50,.00,12.02,2.00,1,0.67,1.00,0,5,0.50,.00,0,2,0,1,1,1,6,0,1,0.67,0.50
8586,Mixed Breed/Unknown,1,15.75,.00,7.02,2.00,1,1.00,1.00,0,5,1.00,1.00,0,2,0,3,1,1,7,0,0,0.60,0.00
8587,Toys,1,7.20,.00,5.00,2.00,1,0.33,.00,0,4,0.31,.00,0,2,0,2,1,1,5,0,2,3.33,2.00
8588,Hounds,0,5.40,.00,2.00,1.00,1,0.33,.00,5,3,0.17,.00,0,2,1,4,1,1,6,2,2,1.00,2.50
8589,Hounds,0,5.40,.00,1.92,1.00,1,0.33,.00,5,3,0.23,.00,0,2,0,0,1,1,1,2,3,1.80,2.75
8590,Hounds,0,6.30,.00,4.00,2.00,1,3.50,3.00,7,5,4.00,2.00,1,2,0,3,1,1,3,0,0,0.00,0.00
8591,Hounds,0,9.00,.00,5.50,2.00,1,2.50,3.00,0,1,0.21,.00,0,2,0,1,1,1,3,1,0,0.17,0.75
8592,Non-Sporting,0,7.20,.00,0.83,1.00,1,10.75,3.00,0,1,0.23,.00,0,0,0,1,1,1,6,0,1,1.00,0.75
8593,Hounds,1,4.95,.00,3.00,1.00,1,1.83,3.00,7,5,3.00,1.00,0,2,0,3,1,1,1,0,0,0.00,0.00
8594,Toys,0,6.30,.00,9.02,2.00,1,6.83,3.00,7,5,7.00,2.00,0,2,0,3,1,1,3,0,0,0.17,0.00
8595,Hounds,0,5.40,.00,9.02,2.00,1,6.83,3.00,7,5,7.00,2.00,0,2,0,3,1,1,3,0,0,0.67,0.00
8596,Utility,0,11.25,.00,2.00,1.00,1,0.67,1.00,3,5,1.00,1.00,0,2,0,2,1,1,3,0,0,0.00,1.50
8597,Hounds,1,3.15,.00,4.60,2.00,0,0.00,.00,3,1,0.35,.00,0,0,0,1,1,1,3,0,0,0.17,0.00
8598,Hounds,1,4.95,.00,7.02,2.00,1,1.00,1.00,7,5,6.00,2.00,1,2,0,1,1,1,5,0,1,0.50,0.50
8599,Hounds,0,8.10,.00,13.04,2.00,1,0.67,1.00,0,2,1.00,1.00,1,2,0,3,1,1,6,0,0,0.33,0.75
8601,Mixed Breed/Unknown,1,18.45,.00,8.02,2.00,1,0.42,.00,7,5,0.42,.00,1,2,0,0,1,1,1,1,1,1.40,#NULL!
8603,Working,0,13.50,.00,3.00,1.00,1,1.00,1.00,8,6,1.00,1.00,0,2,0,1,1,1,2,1,0,0.50,0.50
8605,Gundogs,0,36.00,1.00,2.00,1.00,1,0.50,.00,0,1,0.15,.00,0,2,1,4,1,1,1,0,0,1.83,0.25
8606,Non-Sporting,0,6.30,.00,8.02,2.00,1,0.12,.00,0,5,0.50,.00,1,2,0,0,1,1,1,0,0,0.17,0.00
8607,Mixed Breed/Unknown,0,36.00,1.00,10.02,2.00,1,1.50,2.00,7,5,1.50,1.00,0,2,0,0,1,0,0,4,1,1.67,2.50
8608,Working,0,22.50,1.00,3.00,1.00,1,2.50,3.00,8,2,1.50,1.00,0,3,0,3,1,1,3,1,0,0.40,0.25
8609,Working,0,24.30,1.00,4.42,2.00,1,1.50,2.00,1,1,0.15,.00,0,3,0,3,1,1,2,0,1,0.33,0.00
8610,Gundogs,0,27.00,1.00,0.83,1.00,1,0.50,.00,0,1,0.19,.00,0,2,0,0,1,0,0,0,0,0.00,0.00
8611,Hounds,0,8.10,.00,4.00,2.00,1,2.00,3.00,3,5,4.00,2.00,0,2,0,3,1,1,4,0,0,0.00,0.25
8612,Working,1,18.00,.00,3.00,1.00,1,1.33,2.00,7,5,1.50,1.00,0,2,0,1,1,1,2,1,1,0.33,0.50
8613,Working,1,13.05,.00,6.00,2.00,1,0.42,.00,0,5,2.00,1.00,0,2,0,2,1,1,3,2,1,0.50,0.75
8615,Working,1,22.50,1.00,5.00,2.00,1,0.50,.00,0,5,4.00,2.00,0,2,0,1,1,1,3,2,2,2.33,3.00
8617,Working,0,24.75,1.00,4.00,2.00,1,2.75,3.00,7,5,3.00,1.00,0,2,0,1,1,1,3,1,1,1.83,1.50
8618,Mixed Breed/Unknown,1,13.50,.00,1.19,1.00,1,0.50,.00,0,6,0.17,.00,0,2,0,2,1,1,1,1,3,#NULL!,0.33
8619,Working,1,21.60,.00,6.00,2.00,1,0.25,.00,0,3,4.00,2.00,0,3,0,2,1,1,1,1,0,0.33,0.50
8620,Working,0,18.90,.00,4.00,2.00,0,0.00,.00,3,1,0.13,.00,0,3,0,1,0,1,3,0,0,0.00,0.00
8621,Working,0,22.05,1.00,9.02,2.00,1,0.50,.00,0,6,0.33,.00,0,2,1,4,1,1,3,1,1,1.00,0.25
8622,Toys,0,4.50,.00,0.65,1.00,1,0.42,.00,4,1,0.15,.00,0,2,0,1,1,0,0,0,0,0.50,0.75
8623,Working,1,19.35,.00,9.02,2.00,1,0.50,.00,7,1,0.33,.00,1,4,0,0,1,1,6,1,1,1.83,0.50
8624,Mixed Breed/Unknown,0,4.95,.00,4.00,2.00,1,0.50,.00,0,3,4.00,2.00,0,2,0,2,1,1,3,0,0,#NULL!,0.00
8625,Mixed Breed/Unknown,0,30.60,1.00,5.00,2.00,1,0.67,1.00,5,2,0.12,.00,1,2,0,2,1,1,6,1,1,1.17,0.25
8626,Working,0,22.05,1.00,7.02,2.00,1,1.50,2.00,0,5,1.50,1.00,0,2,0,0,1,1,3,0,0,1.00,0.50
8627,Toys,0,7.20,.00,12.02,2.00,1,2.00,3.00,3,5,2.00,1.00,0,2,0,2,1,1,6,1,1,1.17,0.33
8628,Working,1,13.95,.00,5.75,2.00,1,1.08,2.00,5,1,0.13,.00,0,2,1,4,1,0,0,2,2,1.83,1.00
8629,Toys,1,10.35,.00,6.04,2.00,1,4.98,3.00,7,5,4.98,2.00,1,0,0,2,1,1,3,0,1,0.17,0.00
8630,Working,0,27.00,1.00,4.00,2.00,1,1.00,1.00,0,5,1.00,1.00,1,2,0,0,1,1,1,2,1,0.17,1.25
8631,Utility,1,11.25,.00,0.58,1.00,1,0.31,.00,0,1,0.13,.00,0,2,0,2,1,1,1,0,0,0.00,0.00
8632,Mixed Breed/Unknown,0,22.50,1.00,2.00,1.00,1,0.13,.00,7,5,0.15,.00,0,2,0,2,1,1,5,0,0,0.67,0.75
8633,Toys,1,2.25,.00,13.04,2.00,1,0.31,.00,0,1,0.23,.00,0,2,0,2,1,1,6,2,0,0.17,1.25
8634,Utility,1,29.25,1.00,1.00,1.00,1,0.35,.00,7,1,0.15,.00,0,2,0,0,1,1,1,0,1,0.67,0.75
8635,Toys,0,9.00,.00,3.83,2.00,1,0.92,1.00,7,5,0.92,1.00,1,2,0,0,1,1,2,0,0,0.80,0.00
8636,Working,1,15.75,.00,4.00,2.00,1,0.58,1.00,0,1,0.19,.00,1,3,0,0,0,1,5,0,0,0.00,0.00
8637,Working,1,16.20,.00,4.00,2.00,1,0.50,.00,0,1,0.12,.00,0,3,0,0,0,1,5,0,0,0.83,0.00
8638,Mixed Breed/Unknown,0,29.25,1.00,8.02,2.00,1,1.50,2.00,7,5,1.50,1.00,0,4,0,0,1,1,3,1,0,0.00,0.25
8639,Non-Sporting,1,3.15,.00,13.04,2.00,1,13.00,3.00,0,5,13.00,2.00,1,2,0,1,1,1,6,0,0,#NULL!,0.00
8640,Working,0,51.75,1.00,4.00,2.00,0,0.00,.00,3,1,0.15,.00,0,0,0,2,1,1,3,0,0,0.00,0.25
8643,Toys,1,6.30,.00,5.00,2.00,1,0.33,.00,0,1,0.17,.00,0,2,0,2,1,0,0,0,0,0.00,0.00
8644,Terrier,0,7.65,.00,1.50,1.00,0,0.00,.00,3,3,0.15,.00,0,2,0,1,1,1,1,0,0,0.17,0.00
8647,Toys,1,7.20,.00,2.00,1.00,1,0.83,1.00,7,5,0.83,1.00,0,2,0,0,1,0,0,3,3,2.00,2.25
8648,Toys,0,5.40,.00,3.00,1.00,1,0.42,.00,1,1,0.17,.00,0,2,1,4,1,0,0,1,3,2.50,0.75
8649,Working,0,22.50,1.00,3.00,1.00,1,0.21,.00,7,5,0.23,.00,0,4,0,3,1,1,3,0,1,0.83,0.75
8650,Toys,0,6.30,.00,3.00,1.00,0,0.00,.00,3,5,1.50,1.00,0,2,0,0,1,0,0,1,0,0.67,0.75
8651,Toys,1,7.20,.00,1.00,1.00,1,0.33,.00,7,1,0.25,.00,0,2,1,4,1,0,0,1,2,0.60,0.50
8652,Hounds,1,4.95,.00,1.25,1.00,0,0.00,.00,3,1,0.15,.00,0,2,0,1,1,1,6,2,4,1.50,3.00
8654,Toys,0,9.90,.00,2.50,1.00,1,0.33,.00,4,4,0.17,.00,0,2,0,2,1,0,0,1,0,1.17,1.00
8655,Toys,1,5.85,.00,9.02,2.00,1,4.00,3.00,1,1,0.15,.00,1,2,0,0,0,0,0,1,0,1.00,2.00
8657,Toys,0,8.10,.00,3.50,2.00,1,3.08,3.00,7,5,3.00,1.00,0,2,0,3,1,1,3,2,2,2.00,1.75
8659,Toys,0,11.25,.00,5.62,2.00,1,0.33,.00,5,1,0.19,.00,0,4,1,4,0,0,0,0,0,1.40,0.50
8660,Toys,1,4.50,.00,0.90,1.00,1,0.33,.00,8,1,0.15,.00,0,2,0,0,1,1,6,3,2,0.33,1.33
8662,Toys,1,8.10,.00,5.50,2.00,1,0.38,.00,5,1,0.15,.00,0,2,0,3,1,1,5,0,0,0.17,0.25
8664,Toys,1,4.50,.00,0.50,.00,0,0.00,.00,3,1,0.19,.00,0,2,0,0,1,0,0,2,3,1.83,0.50
8665,Working,1,15.30,.00,6.00,2.00,1,0.50,.00,5,4,0.23,.00,0,2,1,4,0,1,1,2,2,1.83,0.75
8666,Working,0,17.10,.00,9.02,2.00,1,6.00,3.00,7,5,6.00,2.00,1,2,0,0,0,1,6,0,0,1.17,0.25
8667,Toys,1,6.30,.00,1.58,1.00,1,0.50,.00,0,3,0.17,.00,0,2,0,0,1,0,0,1,0,0.50,0.25
8668,Toys,1,6.75,.00,4.00,2.00,1,0.50,.00,5,5,0.15,.00,0,2,0,1,1,1,1,2,3,1.00,1.50
8670,Mixed Breed/Unknown,0,33.75,1.00,1.58,1.00,1,0.33,.00,7,5,1.00,1.00,0,2,0,1,1,0,0,0,2,0.83,1.00
8672,Gundogs,0,38.25,1.00,1.15,1.00,1,0.75,1.00,7,1,0.67,1.00,0,2,0,1,1,0,0,2,2,1.67,0.75
8673,Toys,0,7.20,.00,14.04,2.00,1,0.50,.00,8,2,0.10,.00,1,2,0,1,1,1,6,0,0,0.50,0.50
8674,Toys,0,9.00,.00,3.00,1.00,1,0.50,.00,8,2,2.00,1.00,0,2,0,1,1,1,1,0,0,0.17,0.00
8675,Working,1,17.10,.00,4.50,2.00,1,0.67,1.00,0,5,0.67,1.00,0,2,0,1,1,1,3,0,1,0.33,0.00
8676,Toys,0,4.50,.00,8.02,2.00,0,0.00,.00,3,1,0.19,.00,0,2,0,1,0,1,5,4,0,0.00,4.00
8678,Terrier,0,25.65,1.00,3.00,1.00,1,2.08,3.00,7,5,2.25,1.00,0,2,0,2,1,1,5,0,1,0.80,0.50
8680,Toys,0,9.00,.00,12.02,2.00,1,7.00,3.00,0,1,0.15,.00,0,2,1,4,1,1,6,2,2,1.50,0.75
8685,Working,1,17.55,.00,2.00,1.00,1,0.33,.00,7,1,0.17,.00,0,2,1,4,1,1,1,1,1,1.67,1.00
8688,Working,0,22.50,1.00,1.00,1.00,1,0.42,.00,0,5,0.33,.00,0,2,0,1,1,0,0,1,1,0.17,0.67
8692,Mixed Breed/Unknown,1,24.75,1.00,3.00,1.00,1,0.50,.00,8,5,1.50,1.00,0,2,0,3,1,0,0,2,1,1.50,0.50
8693,Working,1,13.50,.00,3.00,1.00,1,0.50,.00,7,5,0.50,.00,0,3,0,2,1,1,4,0,0,0.33,1.00
8695,Toys,1,4.95,.00,3.00,1.00,1,0.58,1.00,0,1,0.15,.00,0,2,0,0,0,0,0,4,3,1.83,1.33
8696,Gundogs,0,49.50,1.00,3.00,1.00,1,0.67,1.00,0,5,0.33,.00,0,2,0,1,1,1,6,1,0,0.50,0.33
8697,Toys,0,4.95,.00,4.00,2.00,1,0.42,.00,5,1,0.15,.00,0,2,0,0,1,0,0,1,0,0.67,1.25
8698,Toys,0,4.95,.00,1.83,1.00,1,0.42,.00,7,1,0.19,.00,0,2,1,4,0,1,6,0,0,0.60,0.50
8701,Toys,0,6.75,.00,3.00,1.00,1,0.31,.00,6,1,0.15,.00,0,2,0,0,1,0,0,2,1,0.83,1.00
8702,Toys,1,6.30,.00,10.02,2.00,1,0.50,.00,0,4,0.19,.00,0,2,0,0,1,0,0,2,0,1.67,0.67
8703,Toys,1,4.50,.00,4.00,2.00,0,0.00,.00,3,4,0.21,.00,0,2,0,2,1,0,0,0,0,0.33,0.50
8704,Gundogs,1,29.25,1.00,8.02,2.00,1,0.12,.00,0,4,0.15,.00,0,2,1,4,0,1,6,4,3,1.50,1.50
8705,Toys,0,5.85,.00,7.02,2.00,1,0.50,.00,8,1,0.15,.00,0,3,0,0,0,1,7,2,2,1.33,1.50
8706,Toys,1,13.05,.00,9.02,2.00,1,0.50,.00,5,2,0.08,.00,0,2,0,0,1,0,0,1,1,0.83,0.75
8707,Working,0,10.80,.00,3.00,1.00,1,2.50,3.00,8,1,0.15,.00,0,3,0,1,0,1,1,1,2,2.17,0.50
8708,Working,0,58.50,1.00,11.02,2.00,1,1.00,1.00,1,0,0.00,.00,0,2,0,3,1,1,6,1,3,2.00,0.33
8712,Hounds,0,22.50,1.00,11.02,2.00,1,7.00,3.00,8,0,0.15,.00,1,2,0,2,0,1,6,0,0,0.00,0.00
8713,Hounds,0,18.00,.00,3.00,1.00,0,0.00,.00,3,1,2.75,1.00,0,0,0,2,0,1,1,0,0,0.17,1.00
8714,Gundogs,0,27.00,1.00,12.02,2.00,1,1.50,2.00,0,5,0.19,.00,0,2,0,1,1,1,3,0,0,0.00,0.00
8717,Gundogs,1,27.00,1.00,5.00,2.00,0,0.00,.00,3,2,0.15,.00,0,2,0,2,1,1,3,1,1,1.17,0.75
8718,Mixed Breed/Unknown,1,40.50,1.00,6.00,2.00,1,0.50,.00,7,5,3.00,1.00,0,2,0,0,1,0,0,1,0,0.00,0.25
8719,Toys,0,7.65,.00,2.00,1.00,1,0.25,.00,7,1,0.12,.00,0,2,1,4,0,1,3,1,0,0.67,1.50
8720,Toys,1,5.85,.00,7.02,2.00,1,4.00,3.00,7,5,5.00,2.00,0,2,0,2,1,1,1,2,0,0.17,0.50
8722,Toys,0,8.10,.00,8.02,2.00,1,0.50,.00,6,1,0.19,.00,0,2,0,1,1,1,6,0,0,1.00,0.00
8723,Toys,0,9.00,.00,6.00,2.00,1,4.25,3.00,7,5,4.33,2.00,0,2,0,1,1,1,1,0,0,0.67,0.00
8726,Gundogs,0,31.95,1.00,3.00,1.00,1,0.33,.00,6,1,0.17,.00,0,2,0,0,1,0,0,0,1,0.83,0.00
8727,Non-Sporting,0,24.75,1.00,4.50,2.00,1,0.77,1.00,8,1,0.15,.00,0,3,0,2,1,1,6,0,0,0.33,0.00
8729,Toys,0,5.85,.00,8.02,2.00,1,0.50,.00,7,3,1.50,1.00,1,2,0,2,1,1,6,0,0,0.00,0.00
